source,original_skill,canonical_skill,similarity_score,mapping_method,status
Jobs,"networking (tcp/ip, dns, cdn, load balancing)","networking (tcp/ip, dns, load balancing)",0.9216,semantic,accepted
Jobs,"networking (tcp/ip, dns, load balancing)","networking (tcp/ip, dns, load balancing)",1.0,exact,accepted
Jobs,"networking (tcp/ip, dns, load balancing, cdn)","networking (tcp/ip, dns, load balancing)",0.9034,semantic,accepted
Jobs,networking basics,networking,0.8506,semantic,accepted
Jobs,"networking basics (tcp/ip, dns)",tcp/ip,0.8808,semantic,accepted
Jobs,networking fundamentals,networking,0.82,semantic,review
Jobs,networking hardware,networking hardware,1.0,exact,accepted
Jobs,networking protocols,network protocols,0.9613,semantic,accepted
Jobs,networking technologies,networking technologies,1.0,exact,accepted
Jobs,"networking: vpc, load balancers, dns, firewall rules","networking: vpc, load balancers, dns, firewall rules",1.0,exact,accepted
OBE,neural network,neural networks,0.8888,manual,accepted
Course,neural network,neural networks,0.8888,manual,accepted
Jobs,neural networks,neural networks,1.0,exact,accepted
Jobs,new relic,new relic,1.0,exact,accepted
Jobs,nexus,nexus,1.0,exact,accepted
Jobs,nexus repository manager,nexus repository manager,1.0,exact,accepted
Jobs,nist basics,nist basics,1.0,exact,accepted
Jobs,nlp,nlp,1.0,exact,accepted
Jobs,nlp algorithms,intro nlp,0.888,semantic,accepted
Jobs,nlp basics,intro nlp,0.7706,semantic,review
Jobs,nlp frameworks,nlp frameworks,1.0,exact,accepted
Jobs,nlp introduction,intro nlp,0.8142,semantic,review
Jobs,nlp techniques,intro nlp,0.7224,semantic,review
Jobs,nltk,nltk,1.0,exact,accepted
Jobs,nltk basics,nltk basics,1.0,exact,accepted
Jobs,node.js,node.js,1.0,exact,accepted
Jobs,node.js basics,node.js,0.8901,semantic,accepted
Jobs,nomad,nomad,1.0,exact,accepted
OBE,nosql,nosql,1.0,exact,accepted
Jobs,nosql,nosql,1.0,exact,accepted
Course,nosql,nosql,1.0,exact,accepted
Jobs,nosql basics,nosql,0.9045,semantic,accepted
Jobs,"nosql basics (mongodb, hbase)","nosql basics (mongodb, hbase)",1.0,exact,accepted
Jobs,notary,notary,1.0,exact,accepted
Jobs,"npm, yarn","npm, yarn",1.0,exact,accepted
Jobs,numpy,numpy,1.0,exact,accepted
Jobs,numpy basics,numpy,0.8602,semantic,accepted
Jobs,nunit basics,nunit basics,1.0,exact,accepted
Jobs,object-oriented programming,object-oriented programming,1.0,exact,accepted
Jobs,objective-c,objective-c,1.0,exact,accepted
Jobs,objective-c basics,objective-c,0.8811,semantic,accepted
Jobs,observation,observation,1.0,exact,accepted
Jobs,octopus deploy,octopus deploy,1.0,exact,accepted
Jobs,off-page optimization,on-page optimization,0.887,semantic,accepted
Jobs,off-page seo,on-page seo,0.843,semantic,review
Jobs,off-page seo basics,on-page seo,0.7862,semantic,review
Jobs,on-page and off-page optimization,on-page optimization,0.9151,semantic,accepted
Jobs,on-page optimization,on-page optimization,1.0,exact,accepted
Jobs,on-page seo,on-page seo,1.0,exact,accepted
Jobs,on-page seo basics,on-page seo,0.9193,semantic,accepted
Jobs,onnx,onnx,1.0,exact,accepted
Jobs,oop,object-oriented programming,0.7818,manual,accepted
OBE,oop (object oriented programming),object-oriented programming,0.8944,semantic,accepted
Jobs,oop basics,object-oriented programming,0.8217,manual,accepted
Jobs,openai api,openai api,1.0,exact,accepted
Jobs,openai gpt basics,openai gpt intro,0.9196,semantic,accepted
Jobs,openai gpt intro,openai gpt intro,1.0,exact,accepted
Jobs,openai gpt model basics,openai gpt intro,0.8239,semantic,review
Jobs,openai gpt models exposure,openai gpt models exposure,1.0,exact,accepted
Jobs,openai gpt models intro,openai gpt intro,0.8901,semantic,accepted
Jobs,opencv,opencv,1.0,exact,accepted
Jobs,opengl basics,opengl basics,1.0,exact,accepted
Jobs,openshift,openshift,1.0,exact,accepted
Jobs,openstack,openstack,1.0,exact,accepted
Course,operating systems,operating systems,1.0,exact,accepted
Course,operations management,operations management,1.0,exact,accepted
Course,operations research,operations research,1.0,exact,accepted
Jobs,oracle,oracle,1.0,exact,accepted
Jobs,oracle database,oracle database,1.0,exact,accepted
Jobs,oracle sql,oracle sql,1.0,exact,accepted
Jobs,oracle sql developer,oracle sql developer,1.0,exact,accepted
Jobs,orchestration,orchestration,1.0,exact,accepted
Course,organizational development,organizational development,1.0,exact,accepted
OBE,osi layer,osi layer,1.0,exact,accepted
Jobs,ospf,ospf,1.0,exact,accepted
OBE,otorisasi,otorisasi,1.0,exact,accepted
Jobs,owasp,owasp,1.0,exact,accepted
Jobs,packer,packer,1.0,exact,accepted
Jobs,page speed and mobile optimization,page speed and mobile optimization,1.0,exact,accepted
Jobs,page speed and performance optimization,page speed optimization,0.9527,semantic,accepted
Jobs,page speed optimization,page speed optimization,1.0,exact,accepted
Jobs,palo alto,palo alto,1.0,exact,accepted
Jobs,palo alto firewalls,palo alto firewalls,1.0,exact,accepted
Jobs,pandas,pandas,1.0,exact,accepted
Jobs,pandas basics,pandas basics,1.0,exact,accepted
Jobs,payment gateways,payment gateways,1.0,exact,accepted
Course,payments,payments,1.0,exact,accepted
Jobs,pcb design,pcb design,1.0,exact,accepted
Jobs,penetration testing,penetration testing,1.0,exact,accepted
Jobs,penetration testing and vulnerability assessment,penetration testing,0.8509,semantic,accepted
Jobs,penetration testing fundamentals,penetration testing,0.9039,semantic,accepted
Course,people analysis,people analysis,1.0,exact,accepted
Course,people development,people development,1.0,exact,accepted
Course,people management,people management,1.0,exact,accepted
Jobs,"performance & security testing: jmeter, loadrunner","performance & security testing: jmeter, loadrunner",1.0,exact,accepted
Jobs,"performance & security testing: load, stress, security testing","performance & security testing: load, stress, security testing",1.0,exact,accepted
Jobs,"performance & security testing: load, stress, vulnerability testing","performance & security testing: load, stress, security testing",0.9633,semantic,accepted
Jobs,performance & security testing: loadrunner,performance & security testing: loadrunner,1.0,exact,accepted
Jobs,performance analysis,performance analysis,1.0,exact,accepted
Jobs,performance and load testing,performance and load testing,1.0,exact,accepted
Course,performance management,performance management,1.0,exact,accepted
Jobs,performance measurement,performance measurement,1.0,exact,accepted
Jobs,performance monitoring,performance tracking,0.8876,semantic,accepted
Jobs,performance optimization,performance optimization,1.0,exact,accepted
Jobs,performance profiling,performance profiling,1.0,exact,accepted
Jobs,performance testing,performance testing,1.0,exact,accepted
Jobs,performance testing: jmeter,performance testing: jmeter,1.0,exact,accepted
Jobs,"performance testing: load, stress testing",performance and load testing,0.86,semantic,accepted
Jobs,performance tracking,performance tracking,1.0,exact,accepted
Jobs,performance tracking and kpi analysis,performance tracking and kpi analysis,1.0,exact,accepted
Jobs,performance tuning,performance tuning,1.0,exact,accepted
Jobs,perl basics,perl basics,1.0,exact,accepted
Course,persona research,persona research,1.0,exact,accepted
Jobs,persuasive copywriting,persuasive copywriting,1.0,exact,accepted
Jobs,persuasive writing,persuasive writing,1.0,exact,accepted
Jobs,photoshop,photoshop,1.0,exact,accepted
OBE,php,php,1.0,exact,accepted
Jobs,php,php,1.0,exact,accepted
Jobs,php basics,php basics,1.0,exact,accepted
Jobs,php development,php development,1.0,exact,accepted
Jobs,physics,physics,1.0,exact,accepted
Jobs,physics and animation basics,physics and animation basics,1.0,exact,accepted
Jobs,physics and collision basics,physics and collision basics,1.0,exact,accepted
Jobs,physics and collision handling,physics and collision handling,1.0,exact,accepted
Jobs,physics and collision systems,physics and collision basics,0.8553,semantic,accepted
Jobs,physics basics,physics basics,1.0,exact,accepted
Jobs,physics simulation,physics simulation,1.0,exact,accepted
Jobs,pid control basics,pid controllers,0.8204,semantic,review
Jobs,pid controller fundamentals,pid controllers,0.8999,semantic,accepted
Jobs,pid controllers,pid controllers,1.0,exact,accepted
Jobs,pid fundamentals,pid fundamentals,1.0,exact,accepted
Jobs,pipeline management,pipeline management,1.0,exact,accepted
Jobs,pl/sql,pl/sql,1.0,exact,accepted
Jobs,planning,planning,1.0,exact,accepted
Course,planning,planning,1.0,exact,accepted
Jobs,platform engineering,platform engineering,1.0,exact,accepted
Jobs,polymorphism,polymorphism,1.0,exact,accepted
Jobs,portfolio management,portfolio management,1.0,exact,accepted
Jobs,postgresql,postgresql,1.0,exact,accepted
Course,postgresql,postgresql,1.0,exact,accepted
Jobs,postgresql basics,postgresql,0.8554,semantic,accepted
Jobs,postman,postman,1.0,exact,accepted
Jobs,postman basics,postman,0.8557,semantic,accepted
Jobs,power bi,power bi,1.0,exact,accepted
Course,power bi,power bi,1.0,exact,accepted
Jobs,power bi basics,power bi,0.8628,semantic,accepted
Jobs,powerbi,powerbi,1.0,exact,accepted
Jobs,powershell,powershell,1.0,exact,accepted
Jobs,ppc ads,ppc ads,1.0,exact,accepted
Jobs,ppc campaign optimization,ppc campaign optimization,1.0,exact,accepted
Jobs,ppc campaigns,ppc campaigns,1.0,exact,accepted
Jobs,ppc campaigns management,ppc campaigns,0.872,semantic,accepted
Jobs,ppc management,ppc management,1.0,exact,accepted
Jobs,predictive analytics,predictive analytics,1.0,exact,accepted
Jobs,predictive modeling,predictive modeling,1.0,exact,accepted
Jobs,predictive modeling and automation,predictive modeling and automation,1.0,exact,accepted
Jobs,presentation skills,presentation skills,1.0,exact,accepted
Jobs,principle,principle,1.0,exact,accepted
Jobs,privacy compliance (gdpr),privacy compliance (gdpr),1.0,exact,accepted
Jobs,privacy-compliant seo,privacy-compliant seo,1.0,exact,accepted
Jobs,privacy-compliant seo (gdpr),privacy-compliant seo,0.9074,semantic,accepted
Jobs,privacy-compliant seo strategies,privacy-compliant seo,0.9689,semantic,accepted
Jobs,problem solving,problem solving,1.0,exact,accepted
Course,problem solving,problem solving,1.0,exact,accepted
Jobs,problem-solving,problem solving,0.9747,semantic,accepted
Jobs,problem-solving and critical thinking,problem-solving and critical thinking,1.0,exact,accepted
Jobs,process analysis,process analysis,1.0,exact,accepted
Course,process analysis,process analysis,1.0,exact,accepted
Jobs,process automation,process automation,1.0,exact,accepted
Jobs,process awareness,process awareness,1.0,exact,accepted
Jobs,process improvement,process improvement,1.0,exact,accepted
Jobs,process observation,process observation,1.0,exact,accepted
Jobs,process optimization,process optimization,1.0,exact,accepted
Course,procurement,procurement,1.0,exact,accepted
Jobs,product demonstrations,product demonstrations,1.0,exact,accepted
Jobs,product demos,product demos,1.0,exact,accepted
Course,product design,product design,1.0,exact,accepted
Course,product development,product development,1.0,exact,accepted
Jobs,product knowledge,product knowledge,1.0,exact,accepted
Course,product lifecycle,product lifecycle basics,0.933,semantic,accepted
Jobs,product lifecycle basics,product lifecycle basics,1.0,exact,accepted
Jobs,product lifecycle understanding,product lifecycle basics,0.9193,semantic,accepted
Jobs,product management,product management,1.0,exact,accepted
Course,product management,product management,1.0,exact,accepted
Jobs,product roadmap,product roadmap,1.0,exact,accepted
Jobs,product strategy,product strategy,1.0,exact,accepted
Course,product strategy,product strategy,1.0,exact,accepted
Jobs,product strategy basics,product strategy,0.9265,semantic,accepted
Jobs,product vision,product vision,1.0,exact,accepted
Jobs,product vision and roadmap development,product vision and roadmap planning,0.9338,semantic,accepted
Jobs,product vision and roadmap planning,product vision and roadmap planning,1.0,exact,accepted
Jobs,product vision and strategic planning,product vision and strategy,0.8787,semantic,accepted
Jobs,product vision and strategy,product vision and strategy,1.0,exact,accepted
Course,professional development,professional development,1.0,exact,accepted
Jobs,program management,program management,1.0,exact,accepted
Jobs,programming,programming,1.0,exact,accepted
Course,programming,programming,1.0,exact,accepted
Jobs,programming basics,programming,0.8016,semantic,review
Jobs,programming languages,programming languages,1.0,exact,accepted
Jobs,"programming: java, python, c#, javascript","programming: java, python, c#, javascript",1.0,exact,accepted
Jobs,project and performance management,project and performance management,1.0,exact,accepted
Jobs,project coordination,project coordination,1.0,exact,accepted
Jobs,project execution,project execution,1.0,exact,accepted
Jobs,project leadership,project leadership,1.0,exact,accepted
Jobs,project lifecycle management,project lifecycle management,1.0,exact,accepted
Jobs,project management,project management,1.0,exact,accepted
Course,project management,project management,1.0,exact,accepted
Jobs,project management agile,agile project management,0.9841,semantic,accepted
Jobs,project management basics,project management,0.9291,semantic,accepted
Jobs,project management for content initiatives,project management for content initiatives,1.0,exact,accepted
Jobs,project management methodology basics,project management,0.8377,semantic,review
Jobs,project management tools,project management tools,1.0,exact,accepted
Jobs,project planning and execution,basic project planning,0.8185,semantic,review
Jobs,project scheduling and execution,project scheduling and execution,1.0,exact,accepted
Jobs,project strategy,project strategy,1.0,exact,accepted
Jobs,project strategy and execution,project strategy,0.8812,semantic,accepted
Jobs,prometheus,prometheus,1.0,exact,accepted
Jobs,prompt chain-of-thought,prompt chain-of-thought,1.0,exact,accepted
Jobs,prompt crafting basics,prompt crafting basics,1.0,exact,accepted
Jobs,prompt creation,prompt creation,1.0,exact,accepted
Jobs,prompt design optimization,prompt optimization,0.8862,semantic,accepted
Jobs,prompt engineering,prompt engineering,1.0,exact,accepted
Jobs,prompt engineering advanced,prompt engineering,0.962,semantic,accepted
Jobs,prompt engineering basics,prompt engineering,0.9327,semantic,accepted
Jobs,prompt engineering expert,prompt engineering,0.8829,semantic,accepted
Jobs,prompt engineering fundamentals,prompt engineering,0.9484,semantic,accepted
Jobs,prompt iterative optimization,prompt optimization,0.7769,semantic,review
Jobs,prompt optimization,prompt optimization,1.0,exact,accepted
Jobs,prompt optimization techniques,prompt optimization,0.9483,semantic,accepted
Jobs,prompt writing,prompt writing,1.0,exact,accepted
Jobs,prompt writing fundamentals,prompt writing,0.8809,semantic,accepted
Jobs,proofreading,proofreading,1.0,exact,accepted
Jobs,proofreading and editing,proofreading,0.8651,semantic,accepted
Course,prospecting and qualification,prospecting and qualification,1.0,exact,accepted
OBE,prototyping,prototyping,1.0,exact,accepted
Jobs,prototyping,prototyping,1.0,exact,accepted
Jobs,prototyping basics,prototyping,0.9292,semantic,accepted
OBE,pseudocode,pseudocode,1.0,exact,accepted
Course,public relations,public relations,1.0,exact,accepted
Jobs,publications,publications,1.0,exact,accepted
Jobs,puppet,puppet,1.0,exact,accepted
Jobs,pycharm,pycharm,1.0,exact,accepted
Jobs,pytest,pytest,1.0,exact,accepted
Jobs,pytest advanced,pytest,0.8973,semantic,accepted
Jobs,pytest basics,pytest,0.865,semantic,accepted
OBE,python,python,1.0,exact,accepted
Jobs,python,python,1.0,exact,accepted
Course,python,python,1.0,exact,accepted
Jobs,python (advanced),advanced python,0.9644,semantic,accepted
